hashtag,GRUENE,FDP,SPD,CDUCSU,LINKE,AFD
krafteinsatz,0,0,0,0,0,1
kraftvoll,0,0,0,0,1,0
kramen,0,0,0,1,0,0
krampfen,0,0,0,0,0,1
krampfgegenrechts,0,0,0,0,0,1
krankenhäusern,0,0,0,0,1,0
krankenpfleger,0,1,0,0,0,0
krankenpflegern,1,0,0,0,0,0
krankenschwester,2,0,0,0,0,0
krankenschwestern,0,0,0,0,0,1
krankhaft,0,0,1,0,0,0
krankheit,1,0,0,0,0,0
krass,0,0,0,0,1,0
krawallnacht,0,0,0,0,0,1
kreationen,0,1,0,0,0,1
kredit,1,0,0,0,0,0
kreditanträge,1,0,0,0,0,0
kreditnehmerinnen,1,0,0,0,0,0
kretschmann,0,0,2,0,0,0
kreuzen,0,0,0,0,0,1
kriechen,0,0,0,0,0,1
kriegen,3,0,0,1,0,2
kriminalisieren,0,0,0,0,0,2
kriminalität,0,0,0,0,0,1
kriminell,0,0,0,0,0,1
krippe,0,0,0,0,0,1
krippenplätze,0,0,0,1,0,0
krise,2,0,0,1,2,2
krisenmanagement,0,0,0,1,0,0
kriterium,0,1,0,1,1,0
kritik,0,1,1,1,4,5
kritiker,0,0,0,0,0,1
kritisch,1,1,0,0,0,1
kritischer,0,0,0,0,0,1
kritisieren,0,0,1,1,1,2
kropf,0,0,0,1,0,0
ksk,0,0,0,0,0,2
kuhn,1,0,0,0,0,0
kultur,0,0,0,1,1,3
kulturbereich,0,0,0,0,0,1
kulturbetrieb,0,0,0,0,1,0
kulturell,0,0,0,0,1,0
kulturelle,0,0,0,0,0,1
kulturförderung,0,0,0,0,1,0
kulturkampf,1,0,2,0,0,1
kulturkampfes,0,0,0,0,0,1
kulturlos,0,0,0,0,0,1
kulturmarkt,0,0,0,0,1,0
kulturschaffenden,0,0,0,0,1,0
kulturschock,0,0,0,0,1,0
kultursensibles,0,0,0,0,0,1
kultusminister,0,0,0,0,0,1
kultusministerium,0,0,0,0,0,1
kumpel,0,0,0,2,0,0
kund,0,0,0,0,0,1
kunde,0,0,0,1,0,1
kundig,0,0,0,0,0,1
kundin,0,0,0,1,0,0
kung,0,0,0,0,0,1
kunst,0,1,0,0,4,0
kunstsprache,0,1,0,0,0,0
kuppeltalk,0,0,0,0,0,1
kurieren,0,1,0,0,0,0
kurswende,0,0,0,0,0,1
kurtkrömer,1,0,0,0,0,0
kurz,0,0,0,0,0,2
kurzarbeit,0,0,0,0,1,0
kurze,0,0,0,0,1,1
kurzintervention,0,0,0,0,0,1
kuschen,0,0,0,0,0,1
kv,0,0,0,0,0,1
kämpfe,0,0,0,0,1,0
kämpfen,0,0,1,0,1,4
kämpferin,0,0,1,0,0,0
kämpferisch,0,0,0,0,1,0
kämpferische,1,0,0,0,0,0
köln,1,1,0,0,0,1
könn,1,0,0,0,0,0
können,1,0,0,1,4,1
kühnert,0,0,0,0,1,0
kümmern,0,0,0,2,1,4
kümmert,0,0,0,0,0,1
kündigen,0,0,0,0,0,1
künftig,2,0,1,0,0,6
künstliche,0,1,0,1,0,0
kürze,0,0,0,0,0,1
la,1,0,0,0,0,1
lache,2,0,0,0,0,0
lachen,0,1,1,1,0,1
lack,0,0,1,0,0,0
lade,1,1,0,0,1,0
lady,1,0,0,0,0,0
lagarde,0,1,0,0,0,1
lage,3,0,0,0,0,2
lager,0,0,0,0,0,1
laie,0,0,0,1,0,0
laimering,0,0,0,0,0,1
lambrecht,1,0,0,0,0,1
land,0,1,2,2,3,15
landen,1,0,0,0,0,0
landeslisten,0,0,1,0,0,0
landespolitiker,0,0,0,0,0,1
landespolitiker_innen,0,0,0,0,0,1
landgasthof,0,0,0,0,0,1
landtag,0,0,0,0,0,3
landwirtschaft,0,1,0,0,0,0
lang,1,1,0,0,0,2
langeweile,0,0,0,0,0,1
langsam,0,0,1,4,1,0
langstreckenluisa,0,0,0,0,0,1
language,0,0,0,0,1,0
langweilig,0,0,0,2,0,0
lann,0,0,1,0,0,1
lasch,0,0,0,0,0,1
laschet,1,0,1,1,0,0
lassen,3,0,1,3,2,3
lasst,0,1,0,0,1,1
last,0,1,0,0,0,1
lastkraftfahrer,0,0,0,0,0,1
lateinamerika,0,0,0,0,0,1
laudatio,1,0,0,0,0,0
laufen,1,0,1,1,4,5
laufsteg,0,0,0,0,0,1
laut,2,1,1,0,2,3
lauten,0,0,0,0,0,1
lautstark,0,0,0,0,0,1
law,0,0,1,0,0,0
le3112,1,0,0,0,0,0
leader,0,0,1,0,0,0
leaders,0,0,1,0,0,0
leadership,0,0,1,0,0,0
leading,0,0,1,0,0,0
leben,1,0,1,3,1,4
lebensarbeitseinkommen,1,0,0,0,0,0
lebensentwürfe,0,1,0,0,0,0
lebenserwerbseinkommen,1,0,0,0,0,0
lebenslang,0,0,0,0,1,0
lebensnotwendig,1,0,0,0,0,0
lebensstandardsicherung,0,0,1,0,0,0
lebensstilfragen,0,0,0,0,1,0
lebensweise,1,0,0,0,0,0
lebewesen,0,0,0,0,0,1
lediglich,0,0,0,0,0,1
leeren,0,0,0,0,0,1
leerstelle,1,0,0,0,0,0
legal,0,0,2,0,0,0
legen,0,1,0,1,1,1
legitim,0,0,0,0,0,1
legitimieren,0,0,0,0,0,1
lego,0,0,0,0,2,2
lehmann,0,0,0,0,0,1
lehne,0,0,0,0,0,1
lehnen,0,2,0,1,0,4
lehren,1,0,1,0,0,0
lehrende,0,1,0,0,0,1
lehrer,0,0,2,1,0,6
lehrerverband,0,0,0,0,0,1
lehrplan,1,0,0,0,0,0
lehrstuhl,0,0,0,2,0,0
lehrstühle,0,0,0,0,0,1
leiben,0,0,0,0,0,1
leid,0,0,0,1,0,0
leider,0,0,1,0,1,0
leidtragende,0,0,0,0,1,0
leihmutterschaft,0,0,0,0,0,1
leipzig,0,0,0,0,1,0
leisten,0,2,1,1,1,0
leistung,0,1,1,0,3,0
leiten,1,0,0,0,0,0
leiter,1,0,0,0,0,0
leitfaden,0,0,0,1,0,0
leitung,0,0,0,0,0,1
lektüre,1,0,0,0,0,0
lenin,0,0,0,0,0,1
lenken,0,0,0,1,0,1
lern,0,1,0,0,0,0
lernberater,0,0,0,0,0,1
lernen,0,1,0,1,1,1
lesbisch,0,0,1,0,0,0
lesbos,0,0,0,0,0,1
lese,0,0,0,0,1,0
lesen,3,1,3,2,0,5
lesende,0,0,0,0,0,1
lesenswert,0,0,1,1,1,0
lesepfehlung,1,0,0,0,0,0
leser,0,0,0,0,0,1
leserbriefen,0,0,0,0,0,1
lesetipp,0,0,0,0,0,1
less,0,0,0,0,1,0
lessan,0,0,0,0,1,0
letzt,1,0,0,0,0,4
letzte,0,0,0,0,1,2
letzter,0,0,0,0,0,1
leuchten,4,0,0,0,0,0
leugnen,0,0,0,0,1,1
leugner,0,0,0,0,0,1
leute,0,0,3,2,2,1
leyen,0,0,0,0,0,4
lgbt,1,0,0,0,0,0
lgbti,0,0,1,0,0,1
liberal,0,0,1,0,0,0
liberalefrauen,0,1,0,0,0,0
liberate,1,0,0,0,0,0
lieb,2,1,1,0,0,2
lieben,4,2,0,0,1,4
lieber,0,0,1,0,0,0
lieberknecht,0,0,0,0,0,1
lieberknechtin,0,0,0,0,0,1
liebevoll,0,0,0,1,0,0
lieferketten,0,0,1,0,0,0
lieferkettengesetz,0,0,0,0,1,0
liegen,3,0,1,1,5,4
lifestyle,0,0,0,0,0,1
like,1,0,1,0,1,1
lindemann,0,0,0,0,1,0
lindenhof,0,0,0,0,0,1
lindner,3,0,0,0,0,0
link,0,3,0,1,4,11
linke,0,0,0,1,4,10
linkebpt,0,0,0,0,1,0
linken,0,0,0,0,1,1
linkerfeminismus,0,0,0,0,2,0
linkermurks,0,0,0,0,0,1
links,0,1,1,0,0,4
linksaußen,0,0,0,0,0,1
linksextreme,0,0,0,0,0,2
linksextremen,0,0,0,0,0,1
linksextremismus,0,0,0,0,0,1
linksextremisten,0,0,0,0,0,2
linksextremistischen,0,0,0,0,0,1
linksfraktion,0,0,0,0,2,0
linksgrüne,0,0,0,0,0,2
linksgrünen,0,0,0,0,0,1
linksgrüner,0,0,0,0,0,1
linksgrünversiffte,1,0,0,0,0,0
linksideologische,0,0,0,0,0,1
linkslastige,0,0,0,0,0,1
linksradilen,0,0,0,0,0,1
linksrotgrünerquatsch,0,0,0,0,0,1
linksversifften,0,0,0,0,1,0
liste,0,0,0,0,0,1
listen,0,0,0,0,0,2
litanei,0,1,0,0,0,0
literaturhinweis,1,0,0,0,0,0
live,0,0,1,0,1,1
lives,0,0,1,0,0,0
livestream,0,0,0,0,0,1
lobby,0,0,0,0,0,1
lobbyist,0,0,0,0,0,1
lobbyisten,0,0,0,0,0,1
loben,0,0,0,0,1,0
lobin,0,0,0,0,0,1
loblied,0,0,0,0,0,1
local,0,0,1,0,0,0
lockdown,0,0,0,0,0,3
lockdownverlaengerung,0,0,0,0,1,0
logisch,0,0,0,0,0,1
lohnarmut,0,0,0,0,1,0
lohndiskriminierung,0,0,0,0,0,1
lohnen,2,0,6,0,5,0
lohngefälle,1,0,0,0,0,0
lohngerechtigkeit,1,0,1,0,2,1
lohngleichheit,1,0,0,0,0,0
lohnlücke,1,1,1,3,0,0
lohnniveaus,0,0,0,0,0,1
lohns,0,0,1,0,0,0
lohnstrukturen,3,0,0,0,0,0
lohnungerechtigkeit,0,0,1,0,0,0
lohnunterschiede,0,0,0,0,2,0
london,0,0,0,0,1,0
looking,1,0,1,0,0,0
loretta,0,0,0,0,1,0
los,1,0,0,0,0,0
loss,1,0,0,0,0,0
loud,1,0,0,0,0,0
loveislove,1,0,0,0,0,0
lsbti,1,0,0,0,0,0
lsbtti,1,0,0,0,0,0
lt,1,0,0,0,0,0
ltmv,0,0,0,0,0,1
ltwbayern,0,0,0,0,0,2
ltwby,0,0,0,0,0,2
ltwby18,0,0,0,0,0,2
ltwlsa,0,0,0,0,0,1
ltwsa,0,0,0,0,1,0
ltwsa21,0,0,0,0,0,1
ludwig,1,0,0,0,0,0
lufthansa,0,0,0,0,0,1
luftleer,1,0,0,0,0,0
luhmannschen,0,0,0,1,0,0
luischen,0,0,0,0,0,1
lunch,1,0,0,0,0,0
lustig,0,0,0,0,1,1
lustige,1,0,0,0,0,0
lutherische,0,0,0,0,0,1
lyrik,0,0,0,0,0,1
lächeln,0,0,0,0,0,1
lächerlich,1,0,0,0,0,0
ländernregionen,0,0,1,0,0,0
ländlicherraum,0,0,0,0,0,1
lässt,0,0,1,0,0,5
läufts,0,0,1,0,0,0
löhne,0,0,0,0,4,0
löschdebatte,0,0,0,0,0,1
löschen,0,0,0,0,0,1
lösen,0,2,0,1,0,2
lösung,2,1,0,0,0,4
lübeck,0,0,0,1,0,5
lücke,0,0,1,0,0,0
lüdenscheid,0,1,0,0,0,0
lügner,0,0,0,0,0,1
maas,0,0,0,0,1,0
maassen,0,0,0,0,2,0
maaßen,0,1,0,0,1,0
machen,2,0,0,3,1,0
macho,0,0,1,1,0,0
machokultur,1,1,0,0,0,0
macht,3,0,1,1,1,2
machtverhältnisse,0,0,0,0,1,1
machtverhältnissen,1,0,0,0,1,0
made,0,0,0,0,2,0
magdeburg,0,0,0,0,0,2
magdeburger,0,0,0,0,0,1
mahnen,0,1,0,0,0,0
mai,1,0,0,0,0,1
mainstreaming,0,0,1,0,0,6
major,0,0,0,0,1,0
make,0,0,1,0,1,0
mal,7,4,5,10,8,7
malambo,1,0,0,0,0,0
malen,0,0,0,1,0,1
maltese,0,0,1,0,0,0
mama,0,0,0,1,0,0
man,1,2,2,2,2,9
managerinnenbarometer2019,0,0,1,0,0,0
manch,1,1,0,2,0,1
manchmal,0,0,0,1,2,1
mandat,1,0,0,0,0,0
mandatsträger,0,0,0,0,0,1
mangelhaft,0,0,0,0,0,1
mangelnd,0,0,0,0,1,0
manier,1,0,0,0,0,0
mankind,0,0,0,0,0,1
mann,28,4,13,5,19,24
mannheim,0,0,0,0,2,0
mannschaft,0,0,0,1,0,0
mannschaftstransportwagen,0,0,0,0,0,1
mansplaining,0,0,0,0,0,1
many,1,0,1,0,1,0
margot,1,0,0,0,0,0
maria,0,0,0,1,0,0
markenkern,1,0,1,0,0,0
markieren,0,0,0,0,1,0
markt,0,0,0,0,0,1
marktwirtschaft,0,0,0,1,0,0
marokko,0,0,0,0,0,1
marschieren,0,0,0,0,0,2
marx,0,0,0,0,1,0
marxismus,0,0,0,0,1,0
marxist,0,0,0,0,0,1
mary,0,0,1,0,0,0
maschinenbau,0,0,0,0,0,1
maskottchen,0,0,0,0,0,1
maskulinum,0,0,0,0,0,1
masse,0,0,0,4,0,0
massenarbeitslosigkeit,0,0,0,0,0,1
massenmedien,0,0,0,0,0,1
massenmigration,0,0,0,0,0,3
massenmord,0,0,0,0,0,2
massiv,1,1,0,0,2,1
massstab,0,0,0,1,0,0
material,0,0,0,0,0,1
matt,0,0,1,0,0,0
matters,0,0,1,0,0,0
maut,0,0,0,0,0,2
max,0,1,0,0,0,0
maximal,0,0,0,0,1,1
mayer,0,0,1,0,0,0
maßgeblich,0,1,0,0,0,0
maßnahme,1,0,0,0,0,0
maßnahmen,0,0,0,0,1,1
maßstab,0,1,0,2,0,1
mdb,0,0,0,0,1,1
mdl,1,0,0,0,0,0
mdls,0,0,0,0,0,1
mdmmus,1,0,0,0,0,0
mdr,0,0,0,0,0,1
me,0,0,1,0,0,0
mechanism,0,0,1,0,0,0
medienmacher,0,0,0,1,0,0
mediopunkt,0,0,0,1,0,0
medium,0,1,0,0,1,4
medizin,2,0,0,0,0,2
meerjungmänner,0,0,0,0,0,2
meet,0,0,3,0,0,0
meeting,0,0,3,0,1,0
meetings,0,0,1,0,0,0
mega,0,0,0,0,0,1
mehr,5,2,2,2,2,6
mehrer,1,0,0,0,0,0
mehrheit,0,2,1,10,1,7
mehrheitlich,0,0,0,1,0,0
mehrheitsmeinung,0,1,0,0,0,0
meidinger,0,0,0,0,0,1
meilenstein,0,0,0,0,1,0
mein,11,4,10,7,9,28
meine,3,1,2,1,3,4
meinen,0,2,0,1,0,2
meineredezumdrittengeschlecht,0,0,0,0,0,1
meinung,0,0,0,3,1,2
meinungsbeitrag,0,0,0,0,0,1
meinungsfreiheit,0,0,0,0,0,5
meinungsäußerung,1,0,0,0,0,0
meist,2,2,0,3,0,0
meistens,0,0,0,0,2,0
melden,0,0,0,2,0,1
meldung,0,0,0,0,0,1
member,0,0,2,0,0,0
men,0,0,1,0,2,1
mensch,6,8,2,15,7,13
menschenleben,0,0,0,0,0,1
menschenrechte,2,0,1,0,1,0
menschenrechtsschutz,1,0,0,0,0,0
menschenverachtenden,0,0,0,0,0,1
menschheit,0,1,0,0,0,3
menschrechte,1,0,0,0,0,0
mequeer,1,0,0,0,0,0
merke,0,0,0,1,0,0
merkel,0,1,0,1,0,6
merkelgästen,0,0,0,0,0,1
merkelregierung,0,0,0,0,0,1
merken,0,0,0,0,0,1
merkmal,0,0,0,0,0,1
merz,2,1,1,0,2,2
message,0,0,1,0,0,0
metall,0,0,0,0,0,1
metoo,0,0,0,0,0,1
metwo,0,0,1,0,0,0
mff,0,0,1,0,0,0
michel,0,0,0,0,0,1
microeconomic,1,0,0,0,0,0
microeconomics,1,0,0,0,0,0
miete,0,0,1,0,0,0
mietpreise,0,0,0,0,1,0
migrant,0,0,0,0,1,0
migranten,0,0,0,0,1,1
migrantenkanzlerin,0,0,0,0,0,1
migration,0,1,1,0,0,3
migrationsblödsinn,0,0,0,0,0,1
migrationshintergrund,0,1,0,0,0,0
migrationspolitik,0,1,0,0,1,0
mike,0,0,0,0,0,1
mikroökonomie,5,0,0,0,0,0
milch,0,0,0,0,0,2
milieu,0,0,0,0,0,2
mill,1,0,0,0,0,0
milliarde,1,0,0,0,0,6
milliardende,0,0,0,1,0,0
million,1,0,1,0,2,2
millionenhöhe,0,0,1,0,0,0
mimimi,0,0,0,0,1,0
minderheit,0,1,3,0,0,3
minderwertigkeit,0,1,0,0,0,0
mindestens,0,1,1,0,1,0
mindestlohn,1,0,0,0,0,0
mini,0,0,0,0,0,1
minimum,0,0,1,0,0,1
minirock,0,0,0,0,0,1
minister,0,1,1,0,1,0
ministerium,1,0,0,0,0,0
ministerposten,0,0,0,0,0,1
minorities,1,0,0,0,0,0
mint,0,2,0,0,0,2
mintoffensive,0,1,0,0,0,0
minus,0,0,0,0,0,1
minute,0,0,0,1,0,1
miriam,1,0,0,0,0,0
misandrie,0,0,0,0,1,0
miserabel,0,0,0,0,1,0
missachtung,0,0,0,0,0,1
missbilligt,1,0,0,0,0,0
missbrauch,0,0,0,0,1,0
missbrauchen,0,0,0,1,0,0
missglückte,0,0,0,1,0,0
mission,0,0,0,1,0,0
missionsbewegung,0,0,0,0,0,1
missliebiger,1,0,0,0,0,0
missmanagement,1,0,0,0,0,0
missverstanden,1,0,0,0,0,0
mit,2,0,1,2,5,5
mitarbeiter,0,0,0,0,0,1
mitarbeiterin,0,0,0,1,0,0
mitbekommen,1,0,0,0,0,0
mitbringen,1,0,0,0,0,0
mitbürger,0,0,0,0,0,1
mitdenken,1,0,0,0,0,0
mitgemeint,0,0,1,1,0,0
mitglied,0,0,0,0,0,5
mitglieder,0,0,0,0,0,1
mitgliederinnen,0,0,0,0,0,2
mitgliedstaaten,0,0,1,0,0,0
mitkriegen,0,0,0,0,1,0
mitmachen,0,0,0,1,1,0
mitnichten,1,0,0,0,0,0
mitsch,0,0,0,0,0,1
mitsprechen,0,0,0,1,0,0
mitstreiter,0,0,0,0,1,0
mitte,0,1,0,0,0,0
mittelalter,1,0,0,0,0,1
mitteln,0,0,1,0,0,2
mittels,0,0,0,0,0,1
mittler,0,1,0,0,0,0
mittlerweile,0,0,1,0,1,1
mitunter,0,0,0,1,0,0
mitverantwortet,0,0,0,0,1,0
mitwirken,0,0,0,1,0,0
mitzeichnen,0,0,0,0,0,1
mitzudenken,1,0,0,0,0,0
mmn,0,1,0,0,0,0
mobbing,0,0,1,0,0,1
mobil,0,0,0,0,0,1
mobilität,0,0,2,0,0,0
modeartikel,1,0,0,0,0,0
modeerscheinung,1,0,0,0,0,0
model,0,0,1,0,0,0
modelnd,0,0,0,0,0,1
models,0,0,0,0,1,0
moderator,0,0,0,1,0,0
moderatorin,0,0,0,0,0,1
moderieren,0,2,0,0,0,0
modern,3,0,0,0,0,1
modernisierung,0,0,0,1,0,0
modifizieren,1,0,0,0,0,0
mogelpackungsgesetz,0,0,0,0,1,0
moment,0,0,0,0,1,2
momentan,0,0,0,1,0,0
monat,0,0,0,0,0,1
monatlich,0,0,0,0,1,0
monatsgehalt,0,0,1,0,0,0
monatsgehälter,0,0,0,0,1,0
montag,0,0,0,0,1,0
moralisch,0,0,0,0,0,1
moralischen,0,0,0,0,0,1
morden,0,0,0,0,1,0
mordphantasien,0,0,0,0,0,1
more,2,0,5,0,1,0
morgen,0,0,0,0,1,3
morgentlichen,0,0,0,0,0,1
moritz,0,0,0,0,0,1
most,0,0,0,0,1,0
motivate,1,0,0,0,0,0
motivieren,0,0,0,0,0,1
motor,0,0,0,0,0,1
mottenkiste,0,1,0,0,0,0
motto,1,0,0,0,0,0
mourning,0,0,0,0,1,0
moved,0,0,1,0,0,0
mp,0,0,0,0,0,1
mrwetyana,0,0,0,0,1,0
ms,2,0,0,0,0,0
msc19,0,1,0,0,0,0
msc2019,0,1,0,0,0,0
msm,0,0,0,0,0,1
much,0,0,2,0,0,0
mukwege,0,0,2,0,0,0
mulikulti,0,0,0,0,0,1
multikulti,0,0,0,0,0,3
multikulturalismus,0,0,0,0,0,1
multilateralism,0,0,1,0,0,0
mund,0,0,0,1,0,0
munter,0,1,1,0,0,2
murad,0,0,2,0,0,0
murdered,0,0,0,0,1,0
musiker,0,0,0,0,1,0
musli,0,0,0,0,0,1
muslim,0,0,0,0,0,1
muslimisch,0,0,0,0,0,1
muss,0,0,1,0,0,0
mussmanwissen,0,1,0,0,1,0
must,0,0,1,0,0,0
muster,1,0,0,0,0,1
mut,1,0,0,0,1,0
mutig,1,0,1,0,0,0
mutige,1,0,0,0,0,0
mutter,0,0,0,1,2,5
muttersprache,0,0,0,2,0,1
mv,0,0,0,0,0,1
mwn,0,0,0,1,0,0
my,1,0,5,0,2,0
myanmar,0,0,0,0,0,1
mythen,0,0,0,0,0,1
mythologie,0,0,0,0,0,1
mädchen,0,3,0,0,1,6
männchen,0,0,0,0,0,1
männer,0,0,0,0,0,1
männeranteil,0,1,0,0,1,0
männerdominanz,0,0,0,0,1,0
männern,0,0,0,0,0,1
männerquoten,0,0,0,0,0,1
männerrunde,0,1,0,0,0,0
männersache,0,1,0,0,0,1
männerverein,0,0,0,0,0,1
männerwirtschaft,0,0,1,0,0,0
männlich,2,0,1,2,1,4
männliche,2,0,0,3,2,0
märtyrerausstellungen,0,0,0,0,0,1
märz,1,0,0,0,0,1
mögen,1,2,0,0,1,0
möglich,0,0,0,0,1,0
möglichkeit,1,0,0,0,0,1
möglichkeitf,0,0,0,0,0,1
mönner,0,0,1,0,0,0
mücadelesi,0,0,0,0,1,0
müde,0,0,0,0,0,1
mühe,0,0,0,0,1,1
müller,0,1,0,0,0,1
münchen,0,1,1,1,0,0
müssen,0,0,0,0,0,2
müsste,0,0,1,1,2,0
müssten,1,0,0,0,0,0
na,0,0,1,0,1,3
nach,1,0,0,1,0,3
nachbessern,0,0,0,0,1,0
nachdenken,0,0,0,0,1,2
nachdruck,0,0,1,0,0,0
nachfrage,0,0,0,0,0,1
nachhaltig,0,0,1,0,1,0
nachhaltigkeit,0,0,0,1,0,0
nachholbedarf,0,0,0,1,0,0
nachholen,0,0,1,0,0,1
nachplappert,0,0,0,1,0,0
nachricht,2,0,0,1,0,4
nachrichtendienstliche,0,0,0,0,0,1
nachschauen,0,1,0,0,0,0
nacht,0,0,0,0,1,0
nachtsichtgerät,0,0,0,0,0,1
nachvollziehbar,0,0,0,1,0,0
nachweislich,0,0,0,1,0,0
nachwuchs,0,1,0,0,0,0
nachzahlung,1,0,0,0,0,0
nachziehen,1,0,0,0,0,0
nadia,0,0,2,0,0,0
nagel,1,0,0,2,0,0
nageldesign,0,0,0,0,0,1
nageldesigner,0,0,0,0,0,1
nahe,0,1,0,0,0,3
naheliegen,1,0,0,0,0,0
nahles,0,1,0,0,0,1
nairobi,0,0,1,0,0,0
naja,0,2,0,0,0,0
name,0,1,0,1,1,4
nanu,0,0,0,0,0,1
narren,0,0,0,0,0,1
narrenschiff,0,0,0,0,0,1
narri,0,0,0,0,0,1
narro,0,0,0,0,0,1
nasa,0,0,0,0,0,1
nassau,0,0,0,0,0,1
natiinalisten,0,0,1,0,0,0
nation,0,0,0,0,0,2
nationalhymen,0,0,0,0,0,1
nationalhymne,0,0,0,1,0,1
nationalistische,1,0,1,0,0,0
nationalrat,0,0,0,0,0,1
nationalsozialismus,0,1,0,0,0,0
nationalstaat,0,0,0,0,1,1
natur,0,0,0,0,0,2
naturschutz,0,0,1,0,0,0
naturwissenschaft,0,0,0,0,0,1
naturwissenschaften,0,0,0,0,1,1
naturwissenschaftler,0,0,0,0,0,1
natürlich,1,1,0,2,1,3
nazi,0,0,0,1,0,2
nazijäger,0,0,0,0,0,1
nazinen,0,0,0,0,0,1
nba,1,0,0,0,0,0
ne,0,1,0,0,1,1
nebenbei,1,0,0,0,0,0
nebensächlichkeit,0,0,0,0,0,1
need,2,0,1,0,0,0
needed,0,0,1,0,0,0
needs,0,0,3,0,0,0
negativ,0,0,0,2,0,0
negativpreis,0,0,0,0,2,0
negieren,0,0,0,0,0,1
negotiated,0,0,1,0,0,0
nehmen,5,1,0,1,4,6
neiemand,1,1,0,0,0,5
nein,0,1,1,1,1,3
nennen,1,0,1,2,1,5
neo,0,0,0,0,1,0
neokolonialismus,1,0,0,0,0,0
neoliberalen,0,0,0,0,1,0
nerven,0,0,0,1,0,0
netzdg,0,0,0,0,0,1
neu,0,1,0,0,4,3
neubauer,0,0,0,0,0,2
neue,1,0,0,0,0,0
neuer,0,0,0,0,0,1
neuerer,0,0,0,0,0,1
neues,0,0,0,1,0,0
neuesten,0,0,1,0,0,0
neuevolkspartei,0,0,0,0,0,1
neuhaus,0,0,1,0,0,0
neusprech,0,0,0,1,0,1
neustart,0,0,0,1,0,0
neuste,0,0,0,1,0,0
neutrale,0,0,0,0,1,0
neutralitätsgebots,0,0,0,0,0,1
neutrum,0,0,0,0,0,1
never,0,0,0,0,1,0
new,0,0,3,0,0,0
news,1,0,0,1,1,0
newsletter,2,0,0,0,0,0
nice,1,0,0,0,0,0
nicht,2,2,2,3,4,6
nichtmehrmitgemeint,1,0,0,0,0,0
nichts,0,0,0,0,1,0
nicole,0,0,0,0,0,1
niedergang,0,0,0,1,0,1
niederlage,0,1,0,0,0,0
niedersachsen,1,0,0,0,0,0
niedlich,0,0,0,1,0,0
niedrig,0,0,0,0,1,0
niedrige,1,0,0,0,0,0
niedriglohnsektor,0,0,0,0,2,0
niemals,0,0,0,0,0,1
niemand,0,0,0,0,1,1
niemehrcducsu,0,0,0,0,1,0
niete,0,0,0,0,0,1
niewiedercdu,0,0,0,0,0,1
nimmer,0,0,0,0,0,1
nina,0,0,0,0,1,0
nine,0,0,1,0,0,0
niveau,0,0,0,0,0,1
nix,3,0,1,0,0,1
no,2,0,2,0,1,2
noafd,1,1,0,0,10,0
nobel,0,0,1,0,0,0
nobelpreisträger,0,0,0,0,0,1
noch,3,0,2,0,1,0
nochmal,1,0,0,0,0,1
noel,0,0,1,0,0,0
nogez,0,0,0,0,0,1
nominierung,0,0,0,0,1,0
non,1,0,0,1,0,0
nonazis,0,0,0,0,1,0
nordschwaben,0,0,0,0,0,1
normal,0,0,1,1,0,3
normalverbraucher,0,1,0,0,0,0
not,0,0,3,0,1,1
note,0,1,0,1,0,1
notice,1,0,0,0,0,0
notwendig,0,1,0,0,0,0
notwendige,0,0,0,0,0,1
notwendigkeit,0,0,0,0,1,0
now,0,0,1,0,1,0
nowomennopeace,0,0,1,0,0,0
nrw,1,0,1,0,0,2
ns,0,0,0,0,1,0
nuhr,0,0,1,0,0,0
nummer,0,0,0,0,0,2
nun,0,0,1,0,2,2
nur,1,1,1,0,1,9
nurdieafd,0,0,0,0,0,3
nurnochafd,0,0,0,0,0,6
nutzen,1,2,0,3,4,0
nutzer,0,0,0,1,0,0
nutzung,0,1,0,0,0,1
nzz,0,0,0,0,0,1
nä,0,0,0,0,0,1
nächst,0,0,0,1,2,0
nächstes,0,0,0,1,0,0
nägelmitkoeppen,0,0,0,1,0,0
nähern,0,0,1,0,0,0
nämlich,0,0,0,1,2,1
nève,0,1,0,0,0,0
nö,1,0,0,0,0,0
nötigen,0,0,0,1,1,0
nützen,1,0,0,0,0,1
nützlich,0,0,0,0,0,1
nützlicheridiot,0,0,0,0,0,1
nützt,0,0,0,0,0,1
ob,3,1,0,2,0,1
obdachlose,0,0,0,0,0,1
oberbürgermeisterin,0,0,0,0,0,1
obskure,0,0,0,0,0,2
obwohl,0,0,0,2,0,0
oder,2,1,0,1,1,3
oecd,0,0,0,0,1,0
of,9,0,20,0,13,0
offen,0,0,0,0,0,2
offenbar,0,0,0,0,0,3
offenbaren,0,1,0,1,1,2
offenkundig,1,0,0,0,0,0
offenlegen,1,0,0,0,0,0
offensichtlich,1,1,0,1,0,2
office,0,0,1,0,0,0
officer,1,0,0,0,0,0
officers,1,0,0,0,0,0
offiziell,2,0,0,0,0,1
og,0,0,0,1,0,0
oh,3,0,0,0,0,1
ohne,1,0,2,1,0,3
ohneglieder,0,0,0,0,0,1
ohr,0,0,0,0,0,1
ohrenbetäubend,0,0,0,1,0,0
ok,0,2,1,1,0,0
olaf,0,0,0,1,0,0
olafscholz,0,0,0,0,1,0
oldstports,1,0,0,0,0,0
on,7,0,13,0,1,0
one,0,0,1,0,1,0
onkel,0,0,0,0,0,1
